Date,Hour,Load
3/25/2008,7,9477.25
3/25/2008,8,9620.42
3/25/2008,9,8610.92
3/25/2008,10,7375.33
3/25/2008,11,6644.5
3/25/2008,12,5979.25
3/25/2008,13,5464.08
3/25/2008,14,5029.08
3/25/2008,15,4771.25
3/25/2008,16,4655.08
3/25/2008,17,4704.08
3/25/2008,18,5007.5
3/25/2008,19,5509.42
3/25/2008,20,6203.67
3/25/2008,21,6902.08
3/25/2008,22,6746
3/25/2008,23,6324.33
3/25/2008,24,5700.33
3/26/2008,1,5338.92
3/26/2008,2,5272
3/26/2008,3,5308.5
3/26/2008,4,5375.08
3/26/2008,5,5623.25
3/26/2008,6,6398.42
3/26/2008,7,7422.25
3/26/2008,8,7369.67
3/26/2008,9,6717.92
3/26/2008,10,6071.67
3/26/2008,11,5502.75
3/26/2008,12,4941.67
3/26/2008,13,4543
3/26/2008,14,4379.83
3/26/2008,15,4315.92
3/26/2008,16,4318.17
3/26/2008,17,4438.67
3/26/2008,18,4818.92
3/26/2008,19,5083.25
3/26/2008,20,5496.33
3/26/2008,21,6036.33
3/26/2008,22,5773.92
3/26/2008,23,5128.17
3/26/2008,24,4390.42
3/27/2008,1,3902.42
3/27/2008,2,3693.58
3/27/2008,3,3629.83
3/27/2008,4,3692.92
3/27/2008,5,3945.75
3/27/2008,6,4645.17
3/27/2008,7,5743.42
3/27/2008,8,5865.92
3/27/2008,9,5468.58
3/27/2008,10,5129.25
3/27/2008,11,4809.5
3/27/2008,12,4625.5
3/27/2008,13,4460.92
3/27/2008,14,4351
3/27/2008,15,4349.75
3/27/2008,16,4397.5
3/27/2008,17,4514.25
3/27/2008,18,4803.92
3/27/2008,19,5108.67
3/27/2008,20,5497.58
3/27/2008,21,6091.92
3/27/2008,22,5779.5
3/27/2008,23,5148.25
3/27/2008,24,4415.17
3/28/2008,1,3843.5
3/28/2008,2,3544.08
3/28/2008,3,3354.25
3/28/2008,4,3286
3/28/2008,5,3363.25
3/28/2008,6,3850.83
3/28/2008,7,4728.5
3/28/2008,8,4895.67
3/28/2008,9,4681.33
3/28/2008,10,4634.75
3/28/2008,11,4628.08
3/28/2008,12,4629
3/28/2008,13,4617.75
3/28/2008,14,4664
3/28/2008,15,4785.92
3/28/2008,16,4985.17
3/28/2008,17,5145.08
3/28/2008,18,5305.75
3/28/2008,19,5390.5
3/28/2008,20,5582.83
3/28/2008,21,6006.58
3/28/2008,22,5784.42
3/28/2008,23,5311.5
3/28/2008,24,4695.5
3/29/2008,1,4111.92
3/29/2008,2,3764.17
3/29/2008,3,3500.08
3/29/2008,4,3352.58
3/29/2008,5,3294.08
3/29/2008,6,3431.25
3/29/2008,7,3721.92
3/29/2008,8,4228.17
3/29/2008,9,4998.58
3/29/2008,10,5599.42
3/29/2008,11,5986.25
3/29/2008,12,6104.75
3/29/2008,13,6151.67
3/29/2008,14,6016.42
3/29/2008,15,5932.17
3/29/2008,16,5954.58
3/29/2008,17,6153.67
3/29/2008,18,6350.83
3/29/2008,19,6549.67
3/29/2008,20,6834.75
3/29/2008,21,6990.92
3/29/2008,22,6806.83
3/29/2008,23,6407.75
3/29/2008,24,5993.92
3/30/2008,1,5553.75
3/30/2008,2,5296.58
3/30/2008,3,5202.92
3/30/2008,4,5163.42
3/30/2008,5,5208.08
3/30/2008,6,5401.33
3/30/2008,7,5786.67
3/30/2008,8,6402.75
3/30/2008,9,7220.75
3/30/2008,10,7617.92
3/30/2008,11,7638.58
3/30/2008,12,7614
3/30/2008,13,7655.92
3/30/2008,14,7608.33
3/30/2008,15,7435.25
3/30/2008,16,7398.17
3/30/2008,17,7535.08
3/30/2008,18,7695.25
3/30/2008,19,7793.58
3/30/2008,20,8037
3/30/2008,21,8072.5
3/30/2008,22,7566.33
3/30/2008,23,6897.58
3/30/2008,24,6178.58
3/31/2008,1,5689.42
3/31/2008,2,5450.5
3/31/2008,3,5311.75
3/31/2008,4,5290.17
3/31/2008,5,5436.08
3/31/2008,6,6051.5
3/31/2008,7,6938.5
3/31/2008,8,6953.17
3/31/2008,9,6590.5
3/31/2008,10,6481.33
3/31/2008,11,6306.92
3/31/2008,12,6185.08
3/31/2008,13,5955.25
3/31/2008,14,5796.33
3/31/2008,15,5628.58
3/31/2008,16,5569
3/31/2008,17,5836.08
3/31/2008,18,6258.42
3/31/2008,19,6620.75
3/31/2008,20,6860.75
3/31/2008,21,6916.58
3/31/2008,22,6400.5
3/31/2008,23,5706.33
3/31/2008,24,4971.33
4/1/2008,1,4444.92
4/1/2008,2,4126.25
4/1/2008,3,3892.33
4/1/2008,4,3780
4/1/2008,5,3803.83
4/1/2008,6,4295.42
4/1/2008,7,5236
4/1/2008,8,5193.83
4/1/2008,9,4824.08
4/1/2008,10,4750.17
4/1/2008,11,4557.17
4/1/2008,12,4453.83
4/1/2008,13,4387.75
4/1/2008,14,4355.42
4/1/2008,15,4312
4/1/2008,16,4401.58
4/1/2008,17,4657.42
4/1/2008,18,5067.25
4/1/2008,19,5386.5
4/1/2008,20,5666
4/1/2008,21,6353.58
4/1/2008,22,6015.83
4/1/2008,23,5314.42
4/1/2008,24,4429.17
4/2/2008,1,3817.42
4/2/2008,2,3516.75
4/2/2008,3,3340.42
4/2/2008,4,3293.92
4/2/2008,5,3440.17
4/2/2008,6,3955.25
4/2/2008,7,5005.42
4/2/2008,8,5049.67
4/2/2008,9,4606.25
4/2/2008,10,4432.75
4/2/2008,11,4384.08
4/2/2008,12,4359
4/2/2008,13,4338.83
4/2/2008,14,4271.5
4/2/2008,15,4230.75
4/2/2008,16,4294.58
4/2/2008,17,4464.17
4/2/2008,18,4785.92
4/2/2008,19,5070.75
4/2/2008,20,5480.67
4/2/2008,21,6161.08
4/2/2008,22,5928.33
4/2/2008,23,5359.5
4/2/2008,24,4590.75
4/3/2008,1,4107.33
4/3/2008,2,3902.58
4/3/2008,3,3899.42
4/3/2008,4,3961.25
4/3/2008,5,4201.08
4/3/2008,6,5031.5
4/3/2008,7,6313.25
4/3/2008,8,6382.08
4/3/2008,9,5932.08
4/3/2008,10,5664.5
4/3/2008,11,5592.75
4/3/2008,12,5486.42
4/3/2008,13,5456.92
4/3/2008,14,5398.67
4/3/2008,15,5441.83
4/3/2008,16,5620.08
4/3/2008,17,6037.58
4/3/2008,18,6676.25
4/3/2008,19,7251.42
4/3/2008,20,7554.5
4/3/2008,21,7533.67
4/3/2008,22,7032.42
4/3/2008,23,6251.83
4/3/2008,24,5510.33
4/4/2008,1,5040.25
4/4/2008,2,4839.17
4/4/2008,3,4786.25
4/4/2008,4,4828.83
4/4/2008,5,5015.33
4/4/2008,6,5655.25
4/4/2008,7,6687.08
4/4/2008,8,6686.5
4/4/2008,9,6115.33
4/4/2008,10,5935.5
4/4/2008,11,5699.92
4/4/2008,12,5322.67
4/4/2008,13,5003.5
4/4/2008,14,4602
4/4/2008,15,4339.83
4/4/2008,16,4333.33
4/4/2008,17,4412.17
4/4/2008,18,4639.75
4/4/2008,19,4798.92
4/4/2008,20,5043.58
4/4/2008,21,5571
4/4/2008,22,5423.92
4/4/2008,23,4989.17
4/4/2008,24,4428.83
4/5/2008,1,3847.25
4/5/2008,2,3542.67
4/5/2008,3,3395.08
4/5/2008,4,3332.92
4/5/2008,5,3311.08
4/5/2008,6,3413.58
4/5/2008,7,3621.33
4/5/2008,8,3963.75
4/5/2008,9,4584.75
4/5/2008,10,5065.83
4/5/2008,11,5311
4/5/2008,12,5330
4/5/2008,13,5228.42
4/5/2008,14,5099.33
4/5/2008,15,4980.25
4/5/2008,16,4988.83
4/5/2008,17,5083.25
4/5/2008,18,5260.92
4/5/2008,19,5359.42
4/5/2008,20,5573.17
4/5/2008,21,5819.5
4/5/2008,22,5548.92
4/5/2008,23,5132.5
4/5/2008,24,4615.58
4/6/2008,1,4018.42
4/6/2008,2,3676.42
4/6/2008,3,3500.08
4/6/2008,4,3438.5
4/6/2008,5,3472.33
4/6/2008,6,3585.17
4/6/2008,7,3854.92
4/6/2008,8,4429.25
4/6/2008,9,5259.25
4/6/2008,10,5779.75
4/6/2008,11,5825.42
4/6/2008,12,5742.33
4/6/2008,13,5751.83
4/6/2008,14,5713.67
4/6/2008,15,5684.33
4/6/2008,16,5699.08
4/6/2008,17,5851.75
4/6/2008,18,6155.33
4/6/2008,19,6441.08
4/6/2008,20,6803.5
4/6/2008,21,7034.92
4/6/2008,22,6544.5
4/6/2008,23,5872.17
4/6/2008,24,5132.58
4/7/2008,1,4641.67
4/7/2008,2,4441
4/7/2008,3,4427.17
4/7/2008,4,4503.42
4/7/2008,5,4745.25
4/7/2008,6,5479.75
4/7/2008,7,6680.92
4/7/2008,8,6680.5
4/7/2008,9,6241.5
4/7/2008,10,6097.5
4/7/2008,11,6007.75
4/7/2008,12,5797.25
4/7/2008,13,5647
4/7/2008,14,5415.25
4/7/2008,15,5098.58
4/7/2008,16,4984.83
4/7/2008,17,5231
4/7/2008,18,5764.75
4/7/2008,19,6277.58
4/7/2008,20,6827.75
4/7/2008,21,7239.33
4/7/2008,22,6787.42
4/7/2008,23,5974.75
4/7/2008,24,5205.83
4/8/2008,1,4736.67
4/8/2008,2,4523.92
4/8/2008,3,4501.17
4/8/2008,4,4583.17
4/8/2008,5,4799.42
4/8/2008,6,5616.58
4/8/2008,7,6911.25
4/8/2008,8,6751
4/8/2008,9,6122
4/8/2008,10,5799.92
4/8/2008,11,5605.08
4/8/2008,12,5346.75
4/8/2008,13,5006.08
4/8/2008,14,4665.92
4/8/2008,15,4462.5
4/8/2008,16,4417.08
4/8/2008,17,4559.08
4/8/2008,18,4972.75
4/8/2008,19,5430.67
4/8/2008,20,6022.42
4/8/2008,21,6538.5
4/8/2008,22,6212.67
4/8/2008,23,5478.75
4/8/2008,24,4632
4/9/2008,1,4161.17
4/9/2008,2,3987.25
4/9/2008,3,3955.33
4/9/2008,4,3991.25
4/9/2008,5,4196.58
4/9/2008,6,4900.33
4/9/2008,7,6193.83
4/9/2008,8,6081.67
4/9/2008,9,5479.25
4/9/2008,10,5070.75
4/9/2008,11,4704.75
4/9/2008,12,4479.92
4/9/2008,13,4358.08
4/9/2008,14,4315
4/9/2008,15,4295.5
4/9/2008,16,4361.92
4/9/2008,17,4504.58
4/9/2008,18,4808.75
4/9/2008,19,5146.08
4/9/2008,20,5528.75
4/9/2008,21,6320.17
4/9/2008,22,6041.83
4/9/2008,23,5193
4/9/2008,24,4325.42
4/10/2008,1,3769.83
4/10/2008,2,3548.58
4/10/2008,3,3529.92
4/10/2008,4,3605.42
4/10/2008,5,3845.5
4/10/2008,6,4636.58
4/10/2008,7,6018.92
4/10/2008,8,5938.25
4/10/2008,9,5201.67
4/10/2008,10,4717.25
4/10/2008,11,4502.83
4/10/2008,12,4435.17
4/10/2008,13,4441.25
4/10/2008,14,4504.67
4/10/2008,15,4663.5
4/10/2008,16,4845.33
4/10/2008,17,5121.75
4/10/2008,18,5496.67
4/10/2008,19,5734.5
4/10/2008,20,5935.33
4/10/2008,21,6652
4/10/2008,22,6349.75
4/10/2008,23,5515.42
4/10/2008,24,4520.17
4/11/2008,1,3831.33
4/11/2008,2,3493.33
4/11/2008,3,3324.25
4/11/2008,4,3267.42
4/11/2008,5,3343.83
4/11/2008,6,3932.42
4/11/2008,7,5014.75
4/11/2008,8,5018.42
4/11/2008,9,4758.58
4/11/2008,10,4677.83
4/11/2008,11,4722
4/11/2008,12,4830.25
4/11/2008,13,4965.75
4/11/2008,14,5152.08
4/11/2008,15,5450.08
4/11/2008,16,5723.67
4/11/2008,17,5966.5
4/11/2008,18,6177.83
4/11/2008,19,6230.92
4/11/2008,20,6223.92
4/11/2008,21,6752.25
4/11/2008,22,6582.25
4/11/2008,23,5996.08
4/11/2008,24,5233.58
4/12/2008,1,4505.33
4/12/2008,2,4053.42
4/12/2008,3,3782.25
4/12/2008,4,3615.17
4/12/2008,5,3535.67
4/12/2008,6,3629.17
4/12/2008,7,3815.67
4/12/2008,8,4173.83
4/12/2008,9,4849.17
4/12/2008,10,5256.58
4/12/2008,11,5486.08
4/12/2008,12,5677
4/12/2008,13,5745.42
4/12/2008,14,5729.33
4/12/2008,15,5618.17
4/12/2008,16,5535.75
4/12/2008,17,5505.25
4/12/2008,18,5529.25
4/12/2008,19,5463.5
4/12/2008,20,5473.33
4/12/2008,21,5930
4/12/2008,22,5720.17
4/12/2008,23,5223.25
4/12/2008,24,4565.75
4/13/2008,1,3976.33
4/13/2008,2,3600.25
4/13/2008,3,3431.42
4/13/2008,4,3336.42
4/13/2008,5,3318.5
4/13/2008,6,3426.83
4/13/2008,7,3674.42
4/13/2008,8,4255.17
4/13/2008,9,5039.83
4/13/2008,10,5304.25
4/13/2008,11,5164.25
4/13/2008,12,4973.83
4/13/2008,13,4971.92
4/13/2008,14,4931.58
4/13/2008,15,4896.08
4/13/2008,16,4867.42
4/13/2008,17,4959.83
4/13/2008,18,5211.25
4/13/2008,19,5425.25
4/13/2008,20,5830.33
4/13/2008,21,6472.58
4/13/2008,22,6148
4/13/2008,23,5395.33
4/13/2008,24,4600.42
4/14/2008,1,4179.75
4/14/2008,2,4071.67
4/14/2008,3,4087.5
4/14/2008,4,4273.17
4/14/2008,5,4619.92
4/14/2008,6,5676.5
4/14/2008,7,7328.75
4/14/2008,8,7246.33
4/14/2008,9,6232.33
4/14/2008,10,5515.33
4/14/2008,11,5130.25
4/14/2008,12,4986.08
4/14/2008,13,4999
4/14/2008,14,5091.17
4/14/2008,15,5039.67
4/14/2008,16,5072.33
4/14/2008,17,5413.33
4/14/2008,18,5812.92
4/14/2008,19,6278.67
4/14/2008,20,6758.58
4/14/2008,21,7436.33
4/14/2008,22,7124.33
4/14/2008,23,6428.25
4/14/2008,24,5687.83
4/15/2008,1,5288.5
4/15/2008,2,5164
4/15/2008,3,5208.67
4/15/2008,4,5391.67
4/15/2008,5,5830
4/15/2008,6,6829.17
4/15/2008,7,8270.25
4/15/2008,8,7997
4/15/2008,9,6671.67
4/15/2008,10,5868.58
4/15/2008,11,5373.67
4/15/2008,12,5022
4/15/2008,13,4739.83
4/15/2008,14,4574.5
4/15/2008,15,4408.25
4/15/2008,16,4385.33
4/15/2008,17,4559.83
4/15/2008,18,4916.83
4/15/2008,19,5328.08
4/15/2008,20,5818.75
4/15/2008,21,6770.42
4/15/2008,22,6671.75
4/15/2008,23,6134.83
4/15/2008,24,5511.5
4/16/2008,1,5314.58
4/16/2008,2,5443
4/16/2008,3,5722.83
4/16/2008,4,6128.5
4/16/2008,5,6628.75
4/16/2008,6,7740.92
4/16/2008,7,9236.75
4/16/2008,8,8794.08
4/16/2008,9,7137.83
4/16/2008,10,5931.83
4/16/2008,11,5163.33
4/16/2008,12,4792.08
4/16/2008,13,4549.83
4/16/2008,14,4421.33
4/16/2008,15,4301.83
4/16/2008,16,4316.75
4/16/2008,17,4525.5
4/16/2008,18,4855
4/16/2008,19,5162.83
4/16/2008,20,5457.92
4/16/2008,21,6338.33
4/16/2008,22,6147
4/16/2008,23,5486.42
4/16/2008,24,4704.33
4/17/2008,1,4309.08
4/17/2008,2,4284.67
4/17/2008,3,4455.58
4/17/2008,4,4730.67
4/17/2008,5,5219.83
4/17/2008,6,6416.25
4/17/2008,7,8007.17
4/17/2008,8,7709
4/17/2008,9,6252.5
4/17/2008,10,5287.75
4/17/2008,11,4806.5
4/17/2008,12,4499
4/17/2008,13,4372.25
4/17/2008,14,4339
4/17/2008,15,4399.33
4/17/2008,16,4570.83
4/17/2008,17,4859
4/17/2008,18,5317.5
4/17/2008,19,5662.58
4/17/2008,20,5823.67
4/17/2008,21,6481.42
4/17/2008,22,6228.25
4/17/2008,23,5334.75
4/17/2008,24,4369.67
4/18/2008,1,3753.83
4/18/2008,2,3497.83
4/18/2008,3,3422.67
4/18/2008,4,3477.92
4/18/2008,5,3709.75
4/18/2008,6,4539.25
4/18/2008,7,5848.08
4/18/2008,8,5822.58
4/18/2008,9,5125.58
4/18/2008,10,4706.58
4/18/2008,11,4541.75
4/18/2008,12,4530.33
4/18/2008,13,4686.92
4/18/2008,14,4925.25
4/18/2008,15,5208.42
4/18/2008,16,5570.42
4/18/2008,17,5969.42
4/18/2008,18,6274.92
4/18/2008,19,6396.25
4/18/2008,20,6187.33
4/18/2008,21,6574.08
4/18/2008,22,6343.92
4/18/2008,23,5686.08
4/18/2008,24,4840.92
4/19/2008,1,4099.33
4/19/2008,2,3674.83
4/19/2008,3,3442.58
4/19/2008,4,3314.17
4/19/2008,5,3312.25
4/19/2008,6,3465.33
4/19/2008,7,3695.92
4/19/2008,8,4208.58
4/19/2008,9,4755.58
4/19/2008,10,4982.58
4/19/2008,11,5042.75
4/19/2008,12,5193.92
4/19/2008,13,5376.83
4/19/2008,14,5615.33
4/19/2008,15,5855
4/19/2008,16,6041.58
4/19/2008,17,6181.33
4/19/2008,18,6119.08
4/19/2008,19,5984.5
4/19/2008,20,5910.42
4/19/2008,21,6378.75
4/19/2008,22,6131.33
4/19/2008,23,5557.67
4/19/2008,24,4846.58
4/20/2008,1,4208.58
4/20/2008,2,3830.83
4/20/2008,3,3568.67
4/20/2008,4,3412.08
4/20/2008,5,3419.92
4/20/2008,6,3477.5
4/20/2008,7,3643.75
4/20/2008,8,4074.83
4/20/2008,9,4817.58
4/20/2008,10,5239.5
4/20/2008,11,5276.08
4/20/2008,12,5262.42
4/20/2008,13,5395.5
4/20/2008,14,5461.33
4/20/2008,15,5468
4/20/2008,16,5391.42
4/20/2008,17,5567.83
4/20/2008,18,5760
4/20/2008,19,5883.92
4/20/2008,20,6117.42
4/20/2008,21,6347.25
4/20/2008,22,5845.25
4/20/2008,23,4995.92
4/20/2008,24,4181.83
4/21/2008,1,3651.67
4/21/2008,2,3462.33
4/21/2008,3,3393.83
4/21/2008,4,3431.17
4/21/2008,5,3614.5
4/21/2008,6,4290.83
4/21/2008,7,5572.08
4/21/2008,8,5484.33
4/21/2008,9,4960.75
4/21/2008,10,4771.42
4/21/2008,11,4747
4/21/2008,12,4694.42
4/21/2008,13,4594.08
4/21/2008,14,4464.83
4/21/2008,15,4364.75
4/21/2008,16,4429.42
4/21/2008,17,4621.33
4/21/2008,18,5014.5
4/21/2008,19,5342.17
4/21/2008,20,5657.08
4/21/2008,21,6293.42
4/21/2008,22,5961.25
4/21/2008,23,5162
4/21/2008,24,4274.33
4/22/2008,1,3719.33
4/22/2008,2,3498.67
4/22/2008,3,3410.92
4/22/2008,4,3400
4/22/2008,5,3515.17
4/22/2008,6,4186.25
4/22/2008,7,5355.42
4/22/2008,8,5253.67
4/22/2008,9,4755.75
4/22/2008,10,4564.25
4/22/2008,11,4461.33
4/22/2008,12,4432.42
4/22/2008,13,4390.33
4/22/2008,14,4374.75
4/22/2008,15,4330.58
4/22/2008,16,4430
4/22/2008,17,4686.25
4/22/2008,18,5128.33
4/22/2008,19,5525.17
4/22/2008,20,5789.17
4/22/2008,21,6261.92
4/22/2008,22,5941.83
4/22/2008,23,5177.25
4/22/2008,24,4232.42
4/23/2008,1,3667.25
4/23/2008,2,3409.33
4/23/2008,3,3296.83
4/23/2008,4,3282.42
4/23/2008,5,3391.08
4/23/2008,6,4058.17
4/23/2008,7,5192.42
4/23/2008,8,5136.42
4/23/2008,9,4736.58
4/23/2008,10,4550.75
4/23/2008,11,4508.42
4/23/2008,12,4458.25
4/23/2008,13,4455.42
4/23/2008,14,4506.42
4/23/2008,15,4648.92
4/23/2008,16,4837.75
4/23/2008,17,5175.58
4/23/2008,18,5594.67
4/23/2008,19,5743.08
4/23/2008,20,5871.75
4/23/2008,21,6529.58
4/23/2008,22,6244.92
4/23/2008,23,5429.83
4/23/2008,24,4398.25
4/24/2008,1,3768.5
4/24/2008,2,3472.08
4/24/2008,3,3369.5
4/24/2008,4,3357.75
4/24/2008,5,3506.67
4/24/2008,6,4197.67
4/24/2008,7,5362.25
4/24/2008,8,5234.67
4/24/2008,9,4716.17
4/24/2008,10,4517.5
4/24/2008,11,4483.75
4/24/2008,12,4658.08
4/24/2008,13,4773.42
4/24/2008,14,4975.33
4/24/2008,15,5247
4/24/2008,16,5611
4/24/2008,17,6023.42
4/24/2008,18,6422
4/24/2008,19,6598.08
4/24/2008,20,6578.25
4/24/2008,21,7124.83
4/24/2008,22,6759.42
4/24/2008,23,5736.58
4/24/2008,24,4666.08
4/25/2008,1,3926.83
4/25/2008,2,3552.08
4/25/2008,3,3381.25
4/25/2008,4,3343.58
4/25/2008,5,3432.58
4/25/2008,6,4007.5
4/25/2008,7,4976.17
4/25/2008,8,5006.25
4/25/2008,9,4731.75
4/25/2008,10,4671.75
4/25/2008,11,4740.5
4/25/2008,12,4877.83
4/25/2008,13,5090.58
4/25/2008,14,5360.67
4/25/2008,15,5676.92
4/25/2008,16,6056.33
4/25/2008,17,6446
4/25/2008,18,6780.33
4/25/2008,19,6738.67
4/25/2008,20,6352.83
4/25/2008,21,6512.75
4/25/2008,22,6309.58
4/25/2008,23,5631.58
4/25/2008,24,4843.33
4/26/2008,1,4165.83
4/26/2008,2,3759.42
4/26/2008,3,3526.58
4/26/2008,4,3419.17
4/26/2008,5,3435.5
4/26/2008,6,3597.75
4/26/2008,7,3815.17
4/26/2008,8,4159.75
4/26/2008,9,4738.25
4/26/2008,10,5146.92
4/26/2008,11,5441.33
4/26/2008,12,5785.42
4/26/2008,13,6240.58
4/26/2008,14,6801.33
4/26/2008,15,7269.17
4/26/2008,16,7588.33
4/26/2008,17,7942.42
4/26/2008,18,8083.58
4/26/2008,19,7822.33
4/26/2008,20,7292.58
4/26/2008,21,7422
4/26/2008,22,7308.92
4/26/2008,23,6573.08
4/26/2008,24,5661.08
4/27/2008,1,4849.42
4/27/2008,2,4291.5
4/27/2008,3,3935.25
4/27/2008,4,3758.58
4/27/2008,5,3616.33
4/27/2008,6,3605.83
4/27/2008,7,3708.25
4/27/2008,8,4176.17
4/27/2008,9,4987
4/27/2008,10,5466.08
4/27/2008,11,5497.92
4/27/2008,12,5709.75
4/27/2008,13,6115.92
4/27/2008,14,6545.75
4/27/2008,15,6908.42
4/27/2008,16,7183
4/27/2008,17,7262.75
4/27/2008,18,7148.08
4/27/2008,19,7044.25
4/27/2008,20,7250.83
4/27/2008,21,7069.5
4/27/2008,22,6545.17
4/27/2008,23,5510.42
4/27/2008,24,4565.92
4/28/2008,1,3953.17
4/28/2008,2,3656.67
4/28/2008,3,3483.17
4/28/2008,4,3441.58
4/28/2008,5,3502.08
4/28/2008,6,4063.5
4/28/2008,7,5169.75
4/28/2008,8,5247.17
4/28/2008,9,4877.92
4/28/2008,10,4809.33
4/28/2008,11,4809.75
4/28/2008,12,4842.33
4/28/2008,13,4832.5
4/28/2008,14,4895
4/28/2008,15,4897.67
4/28/2008,16,4837.92
4/28/2008,17,5067
4/28/2008,18,5657.5
4/28/2008,19,6094.42
4/28/2008,20,6306.08
4/28/2008,21,6398.58
4/28/2008,22,5916.08
4/28/2008,23,5115.17
4/28/2008,24,4240.67
4/29/2008,1,3705.5
4/29/2008,2,3431.33
4/29/2008,3,3332.5
4/29/2008,4,3313.83
4/29/2008,5,3436.25
4/29/2008,6,4118.83
4/29/2008,7,5243.67
4/29/2008,8,5215.17
4/29/2008,9,4771.67
4/29/2008,10,4598.92
4/29/2008,11,4477
4/29/2008,12,4401.75
4/29/2008,13,4375.83
4/29/2008,14,4333.08
4/29/2008,15,4295.75
4/29/2008,16,4321.25
4/29/2008,17,4522.17
4/29/2008,18,4883.17
4/29/2008,19,5180.25
4/29/2008,20,5499.92
4/29/2008,21,6217.5
4/29/2008,22,6130.17
4/29/2008,23,5387.33
4/29/2008,24,4613.5
4/30/2008,1,4172.58
4/30/2008,2,4008.58
4/30/2008,3,4018.5
4/30/2008,4,4109.92
4/30/2008,5,4399.5
4/30/2008,6,5341.08
4/30/2008,7,6805.08
4/30/2008,8,6673.33
4/30/2008,9,5720.83
4/30/2008,10,5136.5
4/30/2008,11,4756.08
4/30/2008,12,4538
4/30/2008,13,4411.08
4/30/2008,14,4345.67
4/30/2008,15,4249.08
4/30/2008,16,4285
4/30/2008,17,4474.5
4/30/2008,18,4850.08
4/30/2008,19,5114.5
4/30/2008,20,5346
4/30/2008,21,6117.25
4/30/2008,22,6011.58
4/30/2008,23,5336.92
4/30/2008,24,4479.5
5/1/2008,1,3985.17
5/1/2008,2,3789.33
5/1/2008,3,3787.67
5/1/2008,4,3840.33
5/1/2008,5,4070.42
5/1/2008,6,4881.58
5/1/2008,7,6185.75
5/1/2008,8,6012.92
5/1/2008,9,5217.58
5/1/2008,10,4764.75
5/1/2008,11,4494.58
5/1/2008,12,4391
5/1/2008,13,4377.08
5/1/2008,14,4441.83
5/1/2008,15,4554.25
5/1/2008,16,4734.92
5/1/2008,17,4960.83
5/1/2008,18,5306.33
5/1/2008,19,5562.83
5/1/2008,20,5673.17
5/1/2008,21,6355.58
5/1/2008,22,6258.25
5/1/2008,23,5500.33
5/1/2008,24,4488.92
5/2/2008,1,3793
5/2/2008,2,3468.83
5/2/2008,3,3307.92
5/2/2008,4,3265.25
5/2/2008,5,3349.33
5/2/2008,6,3899.58
5/2/2008,7,4821.75
5/2/2008,8,4912.75
5/2/2008,9,4644.42
5/2/2008,10,4630.58
5/2/2008,11,4713.42
5/2/2008,12,4853.75
5/2/2008,13,5030.92
5/2/2008,14,5311.5
5/2/2008,15,5643.67
5/2/2008,16,6077.17
5/2/2008,17,6467.42
5/2/2008,18,6767.58
5/2/2008,19,6758.08
5/2/2008,20,6426.33
5/2/2008,21,6622.5
5/2/2008,22,6512.75
5/2/2008,23,5861.17
5/2/2008,24,5067.17
5/3/2008,1,4326.5
5/3/2008,2,3853.08
5/3/2008,3,3594.25
5/3/2008,4,3439.58
5/3/2008,5,3391
5/3/2008,6,3494.33
5/3/2008,7,3672.42
5/3/2008,8,4170.58
5/3/2008,9,4766
5/3/2008,10,5211.5
5/3/2008,11,5487.17
5/3/2008,12,5713.58
5/3/2008,13,5998.67
5/3/2008,14,6299.92
5/3/2008,15,6607.92
5/3/2008,16,6894.67
5/3/2008,17,7077.5
5/3/2008,18,6974.33
5/3/2008,19,6652.92
5/3/2008,20,6399
5/3/2008,21,6721.92
5/3/2008,22,6615.83
5/3/2008,23,5980.75
5/3/2008,24,5230.17
5/4/2008,1,4523.5
5/4/2008,2,4044.83
5/4/2008,3,3749.92
5/4/2008,4,3585.58
5/4/2008,5,3483.42
5/4/2008,6,3483.08
5/4/2008,7,3573
5/4/2008,8,3932.25
5/4/2008,9,4809.83
5/4/2008,10,5467.42
5/4/2008,11,6054.58
5/4/2008,12,6367.08
5/4/2008,13,6781.25
5/4/2008,14,7122.75
5/4/2008,15,7450.58
5/4/2008,16,7751.08
5/4/2008,17,8075.42
5/4/2008,18,8228.67
5/4/2008,19,8123.92
5/4/2008,20,7725.67
5/4/2008,21,7879.25
5/4/2008,22,7488.08
5/4/2008,23,6219
5/4/2008,24,4974.83
5/5/2008,1,4154.67
5/5/2008,2,3738.08
5/5/2008,3,3528.92
5/5/2008,4,3431.92
5/5/2008,5,3495.5
5/5/2008,6,4061.42
5/5/2008,7,5030.83
5/5/2008,8,5011.75
5/5/2008,9,4683.25
5/5/2008,10,4659.5
5/5/2008,11,4803.75
5/5/2008,12,5018.25
5/5/2008,13,5189.92
5/5/2008,14,5308.5
5/5/2008,15,5457.25
5/5/2008,16,5692.58
5/5/2008,17,5819
5/5/2008,18,6086.33
5/5/2008,19,6205.25
5/5/2008,20,6333.67
5/5/2008,21,6699.17
5/5/2008,22,6398.75
5/5/2008,23,5463.58
5/5/2008,24,4459.42
5/6/2008,1,3785.83
5/6/2008,2,3476.75
5/6/2008,3,3335.83
5/6/2008,4,3285.58
5/6/2008,5,3396.42
5/6/2008,6,4064.5
5/6/2008,7,5086.5
