Trend,Date,Hour,Load
20016,4/15/2007,1,3717
20017,4/15/2007,2,3390
20018,4/15/2007,3,3232
20019,4/15/2007,4,3178
20020,4/15/2007,5,3143
20021,4/15/2007,6,3178
20022,4/15/2007,7,3365
20023,4/15/2007,8,3778
20024,4/15/2007,9,4541
20025,4/15/2007,10,5057
20026,4/15/2007,11,5113
20027,4/15/2007,12,5165
20028,4/15/2007,13,5172
20029,4/15/2007,14,5175
20030,4/15/2007,15,5164
20031,4/15/2007,16,5085
20032,4/15/2007,17,5218
20033,4/15/2007,18,5246
20034,4/15/2007,19,5427
20035,4/15/2007,20,5779
20036,4/15/2007,21,6202
20037,4/15/2007,22,5832
20038,4/15/2007,23,5215
20039,4/15/2007,24,4577
20040,4/16/2007,1,4220
20041,4/16/2007,2,4152
20042,4/16/2007,3,4213
20043,4/16/2007,4,4348
20044,4/16/2007,5,4776
20045,4/16/2007,6,5698
20046,4/16/2007,7,7278
20047,4/16/2007,8,7071
20048,4/16/2007,9,6184
20049,4/16/2007,10,5807
20050,4/16/2007,11,5336
20051,4/16/2007,12,5015
20052,4/16/2007,13,4708
20053,4/16/2007,14,4767
20054,4/16/2007,15,4472
20055,4/16/2007,16,4402
20056,4/16/2007,17,4500
20057,4/16/2007,18,4877
20058,4/16/2007,19,5360
20059,4/16/2007,20,5911
20060,4/16/2007,21,6634
20061,4/16/2007,22,6400
20062,4/16/2007,23,5656
20063,4/16/2007,24,4902
20064,4/17/2007,1,4482
20065,4/17/2007,2,4396
20066,4/17/2007,3,4369
20067,4/17/2007,4,4409
20068,4/17/2007,5,4664
20069,4/17/2007,6,5437
20070,4/17/2007,7,6732
20071,4/17/2007,8,6469
20072,4/17/2007,9,5485
20073,4/17/2007,10,4939
20074,4/17/2007,11,4679
20075,4/17/2007,12,4454
20076,4/17/2007,13,4285
20077,4/17/2007,14,4178
20078,4/17/2007,15,4084
20079,4/17/2007,16,4139
20080,4/17/2007,17,4316
20081,4/17/2007,18,4634
20082,4/17/2007,19,4942
20083,4/17/2007,20,5260
20084,4/17/2007,21,5959
20085,4/17/2007,22,5744
20086,4/17/2007,23,4968
20087,4/17/2007,24,4112
20088,4/18/2007,1,3606
20089,4/18/2007,2,3467
20090,4/18/2007,3,3440
20091,4/18/2007,4,3560
20092,4/18/2007,5,3866
20093,4/18/2007,6,4772
20094,4/18/2007,7,6284
20095,4/18/2007,8,6218
20096,4/18/2007,9,5376
20097,4/18/2007,10,4980
20098,4/18/2007,11,4597
20099,4/18/2007,12,4375
20100,4/18/2007,13,4275
20101,4/18/2007,14,4171
20102,4/18/2007,15,4079
20103,4/18/2007,16,4127
20104,4/18/2007,17,4279
20105,4/18/2007,18,4606
20106,4/18/2007,19,4934
20107,4/18/2007,20,5292
20108,4/18/2007,21,6052
20109,4/18/2007,22,5819
20110,4/18/2007,23,5111
20111,4/18/2007,24,4310
20112,4/19/2007,1,3838
20113,4/19/2007,2,3705
20114,4/19/2007,3,3655
20115,4/19/2007,4,3775
20116,4/19/2007,5,4014
20117,4/19/2007,6,4843
20118,4/19/2007,7,6242
20119,4/19/2007,8,6174
20120,4/19/2007,9,5461
20121,4/19/2007,10,4985
20122,4/19/2007,11,4769
20123,4/19/2007,12,4529
20124,4/19/2007,13,4347
20125,4/19/2007,14,4248
20126,4/19/2007,15,4168
20127,4/19/2007,16,4230
20128,4/19/2007,17,4482
20129,4/19/2007,18,4937
20130,4/19/2007,19,5448
20131,4/19/2007,20,5880
20132,4/19/2007,21,6399
20133,4/19/2007,22,6058
20134,4/19/2007,23,5342
20135,4/19/2007,24,4532
20136,4/20/2007,1,4116
20137,4/20/2007,2,3958
20138,4/20/2007,3,3956
20139,4/20/2007,4,3998
20140,4/20/2007,5,4262
20141,4/20/2007,6,5063
20142,4/20/2007,7,6400
20143,4/20/2007,8,6257
20144,4/20/2007,9,5375
20145,4/20/2007,10,4847
20146,4/20/2007,11,4575
20147,4/20/2007,12,4357
20148,4/20/2007,13,4217
20149,4/20/2007,14,4129
20150,4/20/2007,15,4094
20151,4/20/2007,16,4163
20152,4/20/2007,17,4280
20153,4/20/2007,18,4519
20154,4/20/2007,19,4658
20155,4/20/2007,20,4727
20156,4/20/2007,21,5282
20157,4/20/2007,22,5241
20158,4/20/2007,23,4884
20159,4/20/2007,24,4307
20160,4/21/2007,1,3826
20161,4/21/2007,2,3637
20162,4/21/2007,3,3615
20163,4/21/2007,4,3731
20164,4/21/2007,5,3926
20165,4/21/2007,6,4310
20166,4/21/2007,7,4857
20167,4/21/2007,8,5489
20168,4/21/2007,9,5631
20169,4/21/2007,10,5372
20170,4/21/2007,11,5002
20171,4/21/2007,12,4794
20172,4/21/2007,13,4707
20173,4/21/2007,14,4660
20174,4/21/2007,15,4700
20175,4/21/2007,16,4857
20176,4/21/2007,17,5113
20177,4/21/2007,18,5309
20178,4/21/2007,19,5344
20179,4/21/2007,20,5229
20180,4/21/2007,21,5607
20181,4/21/2007,22,5484
20182,4/21/2007,23,4933
20183,4/21/2007,24,4263
20184,4/22/2007,1,3741
20185,4/22/2007,2,3427
20186,4/22/2007,3,3338
20187,4/22/2007,4,3348
20188,4/22/2007,5,3425
20189,4/22/2007,6,3647
20190,4/22/2007,7,3963
20191,4/22/2007,8,4651
20192,4/22/2007,9,5208
20193,4/22/2007,10,5263
20194,4/22/2007,11,4955
20195,4/22/2007,12,4768
20196,4/22/2007,13,4888
20197,4/22/2007,14,5085
20198,4/22/2007,15,5254
20199,4/22/2007,16,5535
20200,4/22/2007,17,5864
20201,4/22/2007,18,6182
20202,4/22/2007,19,6320
20203,4/22/2007,20,6318
20204,4/22/2007,21,6855
20205,4/22/2007,22,6451
20206,4/22/2007,23,5398
20207,4/22/2007,24,4395
20208,4/23/2007,1,3672
20209,4/23/2007,2,3324
20210,4/23/2007,3,3174
20211,4/23/2007,4,3126
20212,4/23/2007,5,3239
20213,4/23/2007,6,3859
20214,4/23/2007,7,5080
20215,4/23/2007,8,5042
20216,4/23/2007,9,4545
20217,4/23/2007,10,4442
20218,4/23/2007,11,4447
20219,4/23/2007,12,4524
20220,4/23/2007,13,4700
20221,4/23/2007,14,4923
20222,4/23/2007,15,5161
20223,4/23/2007,16,5493
20224,4/23/2007,17,5899
20225,4/23/2007,18,6386
20226,4/23/2007,19,6674
20227,4/23/2007,20,6609
20228,4/23/2007,21,7021
20229,4/23/2007,22,6599
20230,4/23/2007,23,5525
20231,4/23/2007,24,4425
20232,4/24/2007,1,3713
20233,4/24/2007,2,3373
20234,4/24/2007,3,3159
20235,4/24/2007,4,3090
20236,4/24/2007,5,3184
20237,4/24/2007,6,3767
20238,4/24/2007,7,4915
20239,4/24/2007,8,4897
20240,4/24/2007,9,4447
20241,4/24/2007,10,4339
20242,4/24/2007,11,4399
20243,4/24/2007,12,4624
20244,4/24/2007,13,4802
20245,4/24/2007,14,5179
20246,4/24/2007,15,5607
20247,4/24/2007,16,6109
20248,4/24/2007,17,6547
20249,4/24/2007,18,7001
20250,4/24/2007,19,7229
20251,4/24/2007,20,7074
20252,4/24/2007,21,7439
20253,4/24/2007,22,6992
20254,4/24/2007,23,5894
20255,4/24/2007,24,4731
20256,4/25/2007,1,4018
20257,4/25/2007,2,3606
20258,4/25/2007,3,3348
20259,4/25/2007,4,3249
20260,4/25/2007,5,3315
20261,4/25/2007,6,3827
20262,4/25/2007,7,4948
20263,4/25/2007,8,4933
20264,4/25/2007,9,4616
20265,4/25/2007,10,4668
20266,4/25/2007,11,4978
20267,4/25/2007,12,5424
20268,4/25/2007,13,5969
20269,4/25/2007,14,6517
20270,4/25/2007,15,6908
20271,4/25/2007,16,7322
20272,4/25/2007,17,7708
20273,4/25/2007,18,8160
20274,4/25/2007,19,8091
20275,4/25/2007,20,7826
20276,4/25/2007,21,8138
20277,4/25/2007,22,7665
20278,4/25/2007,23,6529
20279,4/25/2007,24,5244
20280,4/26/2007,1,4439
20281,4/26/2007,2,3877
20282,4/26/2007,3,3564
20283,4/26/2007,4,3422
20284,4/26/2007,5,3451
20285,4/26/2007,6,3936
20286,4/26/2007,7,5079
20287,4/26/2007,8,5066
20288,4/26/2007,9,4811
20289,4/26/2007,10,4936
20290,4/26/2007,11,5379
20291,4/26/2007,12,5917
20292,4/26/2007,13,6354
20293,4/26/2007,14,6741
20294,4/26/2007,15,6743
20295,4/26/2007,16,6684
20296,4/26/2007,17,6917
20297,4/26/2007,18,7169
20298,4/26/2007,19,7439
20299,4/26/2007,20,7339
20300,4/26/2007,21,7830
20301,4/26/2007,22,7505
20302,4/26/2007,23,6479
20303,4/26/2007,24,5353
20304,4/27/2007,1,4489
20305,4/27/2007,2,4001
20306,4/27/2007,3,3678
20307,4/27/2007,4,3547
20308,4/27/2007,5,3595
20309,4/27/2007,6,4081
20310,4/27/2007,7,5252
20311,4/27/2007,8,5353
20312,4/27/2007,9,5058
20313,4/27/2007,10,5040
20314,4/27/2007,11,5152
20315,4/27/2007,12,5110
20316,4/27/2007,13,5215
20317,4/27/2007,14,5678
20318,4/27/2007,15,6245
20319,4/27/2007,16,6699
20320,4/27/2007,17,7103
20321,4/27/2007,18,7280
20322,4/27/2007,19,7200
20323,4/27/2007,20,6816
20324,4/27/2007,21,6888
20325,4/27/2007,22,6644
20326,4/27/2007,23,5885
20327,4/27/2007,24,4993
20328,4/28/2007,1,4251
20329,4/28/2007,2,3753
20330,4/28/2007,3,3409
20331,4/28/2007,4,3248
20332,4/28/2007,5,3194
20333,4/28/2007,6,3276
20334,4/28/2007,7,3447
20335,4/28/2007,8,3919
20336,4/28/2007,9,4549
20337,4/28/2007,10,4940
20338,4/28/2007,11,5121
20339,4/28/2007,12,5267
20340,4/28/2007,13,5433
20341,4/28/2007,14,5613
20342,4/28/2007,15,5863
20343,4/28/2007,16,6015
20344,4/28/2007,17,6116
20345,4/28/2007,18,6051
20346,4/28/2007,19,5857
20347,4/28/2007,20,5545
20348,4/28/2007,21,5760
20349,4/28/2007,22,5668
20350,4/28/2007,23,5097
20351,4/28/2007,24,4371
20352,4/29/2007,1,3741
20353,4/29/2007,2,3353
20354,4/29/2007,3,3151
20355,4/29/2007,4,3060
20356,4/29/2007,5,3033
20357,4/29/2007,6,3070
20358,4/29/2007,7,3195
20359,4/29/2007,8,3752
20360,4/29/2007,9,4532
20361,4/29/2007,10,4925
20362,4/29/2007,11,5013
20363,4/29/2007,12,5104
20364,4/29/2007,13,5277
20365,4/29/2007,14,5444
20366,4/29/2007,15,5680
20367,4/29/2007,16,6015
20368,4/29/2007,17,6343
20369,4/29/2007,18,6593
20370,4/29/2007,19,6657
20371,4/29/2007,20,6389
20372,4/29/2007,21,6740
20373,4/29/2007,22,6364
20374,4/29/2007,23,5272
20375,4/29/2007,24,4211
20376,4/30/2007,1,3523
20377,4/30/2007,2,3197
20378,4/30/2007,3,3066
20379,4/30/2007,4,3031
20380,4/30/2007,5,3208
20381,4/30/2007,6,3798
20382,4/30/2007,7,4916
20383,4/30/2007,8,4893
20384,4/30/2007,9,4453
20385,4/30/2007,10,4352
20386,4/30/2007,11,4440
20387,4/30/2007,12,4617
20388,4/30/2007,13,4940
20389,4/30/2007,14,5402
20390,4/30/2007,15,5939
20391,4/30/2007,16,6561
20392,4/30/2007,17,7181
20393,4/30/2007,18,7754
20394,4/30/2007,19,7993
20395,4/30/2007,20,7725
20396,4/30/2007,21,7783
20397,4/30/2007,22,7357
20398,4/30/2007,23,6137
20399,4/30/2007,24,4848
20400,5/1/2007,1,4063
20401,5/1/2007,2,3586
20402,5/1/2007,3,3312
20403,5/1/2007,4,3206
20404,5/1/2007,5,3315
20405,5/1/2007,6,3833
20406,5/1/2007,7,4868
20407,5/1/2007,8,4879
20408,5/1/2007,9,4572
20409,5/1/2007,10,4634
20410,5/1/2007,11,4994
20411,5/1/2007,12,5587
20412,5/1/2007,13,6341
20413,5/1/2007,14,7157
20414,5/1/2007,15,7896
20415,5/1/2007,16,8583
20416,5/1/2007,17,8928
20417,5/1/2007,18,9332
20418,5/1/2007,19,9670
20419,5/1/2007,20,9093
20420,5/1/2007,21,8932
20421,5/1/2007,22,8346
20422,5/1/2007,23,7038
20423,5/1/2007,24,5662
20424,5/2/2007,1,4795
20425,5/2/2007,2,4182
20426,5/2/2007,3,3837
20427,5/2/2007,4,3654
20428,5/2/2007,5,3724
20429,5/2/2007,6,4172
20430,5/2/2007,7,5164
20431,5/2/2007,8,5213
20432,5/2/2007,9,4945
20433,5/2/2007,10,5041
20434,5/2/2007,11,5421
20435,5/2/2007,12,5970
20436,5/2/2007,13,6681
20437,5/2/2007,14,7487
20438,5/2/2007,15,8209
20439,5/2/2007,16,8882
20440,5/2/2007,17,9376
20441,5/2/2007,18,9546
20442,5/2/2007,19,9457
20443,5/2/2007,20,9096
20444,5/2/2007,21,9073
20445,5/2/2007,22,8445
20446,5/2/2007,23,7078
20447,5/2/2007,24,5678
20448,5/3/2007,1,4749
20449,5/3/2007,2,4134
20450,5/3/2007,3,3746
20451,5/3/2007,4,3584
20452,5/3/2007,5,3641
20453,5/3/2007,6,4089
20454,5/3/2007,7,5078
20455,5/3/2007,8,5116
20456,5/3/2007,9,4802
20457,5/3/2007,10,4625
20458,5/3/2007,11,4558
20459,5/3/2007,12,4516
20460,5/3/2007,13,4544
20461,5/3/2007,14,4722
20462,5/3/2007,15,4733
20463,5/3/2007,16,4646
20464,5/3/2007,17,4652
20465,5/3/2007,18,4872
20466,5/3/2007,19,5231
20467,5/3/2007,20,5531
20468,5/3/2007,21,5907
20469,5/3/2007,22,5610
20470,5/3/2007,23,4826
20471,5/3/2007,24,4080
20472,5/4/2007,1,3546
20473,5/4/2007,2,3232
20474,5/4/2007,3,3117
20475,5/4/2007,4,3095
20476,5/4/2007,5,3226
20477,5/4/2007,6,3703
20478,5/4/2007,7,4674
20479,5/4/2007,8,4785
20480,5/4/2007,9,4516
20481,5/4/2007,10,4510
20482,5/4/2007,11,4546
20483,5/4/2007,12,4543
20484,5/4/2007,13,4486
20485,5/4/2007,14,4416
20486,5/4/2007,15,4323
20487,5/4/2007,16,4340
20488,5/4/2007,17,4556
20489,5/4/2007,18,4871
20490,5/4/2007,19,5022
20491,5/4/2007,20,4999
20492,5/4/2007,21,5349
20493,5/4/2007,22,5220
20494,5/4/2007,23,4829
20495,5/4/2007,24,4246
20496,5/5/2007,1,3756
20497,5/5/2007,2,3462
20498,5/5/2007,3,3306
20499,5/5/2007,4,3250
20500,5/5/2007,5,3274
20501,5/5/2007,6,3426
20502,5/5/2007,7,3692
20503,5/5/2007,8,4129
20504,5/5/2007,9,4707
20505,5/5/2007,10,4991
20506,5/5/2007,11,4946
20507,5/5/2007,12,4817
20508,5/5/2007,13,4669
20509,5/5/2007,14,4521
20510,5/5/2007,15,4452
20511,5/5/2007,16,4463
20512,5/5/2007,17,4589
20513,5/5/2007,18,4761
20514,5/5/2007,19,4890
20515,5/5/2007,20,5007
20516,5/5/2007,21,5293
20517,5/5/2007,22,5179
20518,5/5/2007,23,4762
20519,5/5/2007,24,4194
20520,5/6/2007,1,3692
20521,5/6/2007,2,3368
20522,5/6/2007,3,3214
20523,5/6/2007,4,3136
20524,5/6/2007,5,3124
20525,5/6/2007,6,3195
20526,5/6/2007,7,3323
20527,5/6/2007,8,3930
20528,5/6/2007,9,4723
20529,5/6/2007,10,5047
20530,5/6/2007,11,4893
20531,5/6/2007,12,4724
20532,5/6/2007,13,4693
20533,5/6/2007,14,4668
20534,5/6/2007,15,4606
20535,5/6/2007,16,4622
20536,5/6/2007,17,4755
20537,5/6/2007,18,4931
20538,5/6/2007,19,5076
20539,5/6/2007,20,5306
20540,5/6/2007,21,5928
20541,5/6/2007,22,5794
20542,5/6/2007,23,5050
20543,5/6/2007,24,4211
20544,5/7/2007,1,3730
20545,5/7/2007,2,3565
20546,5/7/2007,3,3530
20547,5/7/2007,4,3626
20548,5/7/2007,5,3915
20549,5/7/2007,6,4761
20550,5/7/2007,7,6092
20551,5/7/2007,8,5877
20552,5/7/2007,9,5149
20553,5/7/2007,10,4797
20554,5/7/2007,11,4614
20555,5/7/2007,12,4433
20556,5/7/2007,13,4324
20557,5/7/2007,14,4234
20558,5/7/2007,15,4147
20559,5/7/2007,16,4170
20560,5/7/2007,17,4384
20561,5/7/2007,18,4771
20562,5/7/2007,19,5136
20563,5/7/2007,20,5386
20564,5/7/2007,21,5943
20565,5/7/2007,22,5848
20566,5/7/2007,23,5015
20567,5/7/2007,24,4181
20568,5/8/2007,1,3725
20569,5/8/2007,2,3497
20570,5/8/2007,3,3440
20571,5/8/2007,4,3495
20572,5/8/2007,5,3745
20573,5/8/2007,6,4449
20574,5/8/2007,7,5602
20575,5/8/2007,8,5438
20576,5/8/2007,9,4848
20577,5/8/2007,10,4610
20578,5/8/2007,11,4474
20579,5/8/2007,12,4306
20580,5/8/2007,13,4195
20581,5/8/2007,14,4126
20582,5/8/2007,15,4053
20583,5/8/2007,16,4132
20584,5/8/2007,17,4319
20585,5/8/2007,18,4724
20586,5/8/2007,19,5174
20587,5/8/2007,20,5499
20588,5/8/2007,21,5924
20589,5/8/2007,22,5698
20590,5/8/2007,23,4864
20591,5/8/2007,24,4017
20592,5/9/2007,1,3523
20593,5/9/2007,2,3239
20594,5/9/2007,3,3034
20595,5/9/2007,4,3109
20596,5/9/2007,5,3237
20597,5/9/2007,6,3817
20598,5/9/2007,7,4930
20599,5/9/2007,8,4926
20600,5/9/2007,9,4556
20601,5/9/2007,10,4373
20602,5/9/2007,11,4416
20603,5/9/2007,12,4520
20604,5/9/2007,13,4591
20605,5/9/2007,14,4744
20606,5/9/2007,15,5048
20607,5/9/2007,16,5349
20608,5/9/2007,17,5419
20609,5/9/2007,18,5715
20610,5/9/2007,19,5976
20611,5/9/2007,20,5966
20612,5/9/2007,21,6345
20613,5/9/2007,22,6242
20614,5/9/2007,23,5373
20615,5/9/2007,24,4395
20616,5/10/2007,1,3804
20617,5/10/2007,2,3394
20618,5/10/2007,3,3227
20619,5/10/2007,4,3159
20620,5/10/2007,5,3264
20621,5/10/2007,6,3809
20622,5/10/2007,7,4881
20623,5/10/2007,8,4968
20624,5/10/2007,9,4670
20625,5/10/2007,10,4631
20626,5/10/2007,11,4753
20627,5/10/2007,12,4963
20628,5/10/2007,13,5283
20629,5/10/2007,14,5681
20630,5/10/2007,15,6089
20631,5/10/2007,16,6646
20632,5/10/2007,17,7135
20633,5/10/2007,18,7605
20634,5/10/2007,19,7799
20635,5/10/2007,20,7601
20636,5/10/2007,21,7741
20637,5/10/2007,22,7424
20638,5/10/2007,23,6339
20639,5/10/2007,24,5127
20640,5/11/2007,1,4253
20641,5/11/2007,2,3726
20642,5/11/2007,3,3436
20643,5/11/2007,4,3303
20644,5/11/2007,5,3357
20645,5/11/2007,6,3825
20646,5/11/2007,7,4867
20647,5/11/2007,8,5020
20648,5/11/2007,9,4816
20649,5/11/2007,10,5000
20650,5/11/2007,11,5375
20651,5/11/2007,12,5901
20652,5/11/2007,13,6526
20653,5/11/2007,14,7121
20654,5/11/2007,15,7629
20655,5/11/2007,16,8246
20656,5/11/2007,17,8688
20657,5/11/2007,18,8899
20658,5/11/2007,19,8761
20659,5/11/2007,20,8143
20660,5/11/2007,21,7836
20661,5/11/2007,22,7486
20662,5/11/2007,23,6637
20663,5/11/2007,24,5617
20664,5/12/2007,1,4793
20665,5/12/2007,2,4219
20666,5/12/2007,3,3808
20667,5/12/2007,4,3606
20668,5/12/2007,5,3531
20669,5/12/2007,6,3579
20670,5/12/2007,7,3762
20671,5/12/2007,8,4260
20672,5/12/2007,9,4983
20673,5/12/2007,10,5445
20674,5/12/2007,11,5863
20675,5/12/2007,12,6276
20676,5/12/2007,13,6699
20677,5/12/2007,14,7217
20678,5/12/2007,15,7409
20679,5/12/2007,16,7115
20680,5/12/2007,17,6661
20681,5/12/2007,18,6361
20682,5/12/2007,19,6156
20683,5/12/2007,20,5932
20684,5/12/2007,21,6062
20685,5/12/2007,22,6002
20686,5/12/2007,23,5520
20687,5/12/2007,24,4807
20688,5/13/2007,1,4106
20689,5/13/2007,2,3663
20690,5/13/2007,3,3434
20691,5/13/2007,4,3323
20692,5/13/2007,5,3279
20693,5/13/2007,6,3327
20694,5/13/2007,7,3473
20695,5/13/2007,8,4036
20696,5/13/2007,9,4781
20697,5/13/2007,10,5196
20698,5/13/2007,11,5234
20699,5/13/2007,12,5109
20700,5/13/2007,13,5066
20701,5/13/2007,14,5069
20702,5/13/2007,15,5109
20703,5/13/2007,16,5103
20704,5/13/2007,17,5290
20705,5/13/2007,18,5527
20706,5/13/2007,19,5595
20707,5/13/2007,20,5594
20708,5/13/2007,21,5953
20709,5/13/2007,22,5856
20710,5/13/2007,23,5084
20711,5/13/2007,24,4126
20712,5/14/2007,1,3462
20713,5/14/2007,2,3199
20714,5/14/2007,3,3087
20715,5/14/2007,4,3092
20716,5/14/2007,5,3073
20717,5/14/2007,6,3688
20718,5/14/2007,7,5081
20719,5/14/2007,8,5039
20720,5/14/2007,9,4536
20721,5/14/2007,10,4350
20722,5/14/2007,11,4253
20723,5/14/2007,12,4230
20724,5/14/2007,13,4331
20725,5/14/2007,14,4454
20726,5/14/2007,15,4602
20727,5/14/2007,16,4869
20728,5/14/2007,17,5251
20729,5/14/2007,18,5810
20730,5/14/2007,19,6129
20731,5/14/2007,20,5948
20732,5/14/2007,21,6205
20733,5/14/2007,22,6093
20734,5/14/2007,23,5188
20735,5/14/2007,24,4179
20736,5/15/2007,1,3562
20737,5/15/2007,2,3299
20738,5/15/2007,3,3170
20739,5/15/2007,4,3131
20740,5/15/2007,5,3260
20741,5/15/2007,6,3887
20742,5/15/2007,7,4988
20743,5/15/2007,8,4920
20744,5/15/2007,9,4464
20745,5/15/2007,10,4303
20746,5/15/2007,11,4357
20747,5/15/2007,12,4541
20748,5/15/2007,13,4670
20749,5/15/2007,14,4945
20750,5/15/2007,15,5311
20751,5/15/2007,16,5811
20752,5/15/2007,17,6390
20753,5/15/2007,18,6966
20754,5/15/2007,19,7193
20755,5/15/2007,20,6997
20756,5/15/2007,21,7103
20757,5/15/2007,22,6958
20758,5/15/2007,23,5892
20759,5/15/2007,24,4759
20760,5/16/2007,1,3968
20761,5/16/2007,2,3533
20762,5/16/2007,3,3293
20763,5/16/2007,4,3223
20764,5/16/2007,5,3297
20765,5/16/2007,6,3815
20766,5/16/2007,7,4858
20767,5/16/2007,8,4903
20768,5/16/2007,9,4620
20769,5/16/2007,10,4732
20770,5/16/2007,11,4953
20771,5/16/2007,12,5277
20772,5/16/2007,13,5752
20773,5/16/2007,14,6255
20774,5/16/2007,15,6742
20775,5/16/2007,16,7201
20776,5/16/2007,17,7530
20777,5/16/2007,18,7741
20778,5/16/2007,19,7743
20779,5/16/2007,20,7550
20780,5/16/2007,21,7851
20781,5/16/2007,22,7648
20782,5/16/2007,23,6386
20783,5/16/2007,24,5044
20784,5/17/2007,1,4236
20785,5/17/2007,2,3719
20786,5/17/2007,3,3471
20787,5/17/2007,4,3353
20788,5/17/2007,5,3393
20789,5/17/2007,6,3860
20790,5/17/2007,7,4864
20791,5/17/2007,8,4939
20792,5/17/2007,9,4560
20793,5/17/2007,10,4405
20794,5/17/2007,11,4345
20795,5/17/2007,12,4367
20796,5/17/2007,13,4400
20797,5/17/2007,14,4420
20798,5/17/2007,15,4416
20799,5/17/2007,16,4456
20800,5/17/2007,17,4625
20801,5/17/2007,18,5015
20802,5/17/2007,19,5296
20803,5/17/2007,20,5409
20804,5/17/2007,21,5971
20805,5/17/2007,22,5882
20806,5/17/2007,23,5116
20807,5/17/2007,24,4218
20808,5/18/2007,1,3607
20809,5/18/2007,2,3310
20810,5/18/2007,3,3143
20811,5/18/2007,4,3104
20812,5/18/2007,5,3221
20813,5/18/2007,6,3742
20814,5/18/2007,7,4769
20815,5/18/2007,8,4824
20816,5/18/2007,9,4493
20817,5/18/2007,10,4396
20818,5/18/2007,11,4380
20819,5/18/2007,12,4379
20820,5/18/2007,13,4386
20821,5/18/2007,14,4391
20822,5/18/2007,15,4496
20823,5/18/2007,16,4635
20824,5/18/2007,17,4686
20825,5/18/2007,18,4840
20826,5/18/2007,19,4821
20827,5/18/2007,20,4756
20828,5/18/2007,21,5086
20829,5/18/2007,22,5224
20830,5/18/2007,23,4856
20831,5/18/2007,24,4304
20832,5/19/2007,1,3807
20833,5/19/2007,2,3473
20834,5/19/2007,3,3349
20835,5/19/2007,4,3328
20836,5/19/2007,5,3380
20837,5/19/2007,6,3613
20838,5/19/2007,7,3902
20839,5/19/2007,8,4461
20840,5/19/2007,9,4840
20841,5/19/2007,10,4953
20842,5/19/2007,11,4836
20843,5/19/2007,12,4695
20844,5/19/2007,13,4649
20845,5/19/2007,14,4572
20846,5/19/2007,15,4601
20847,5/19/2007,16,4741
20848,5/19/2007,17,4993
20849,5/19/2007,18,5233
20850,5/19/2007,19,5272
20851,5/19/2007,20,5115
20852,5/19/2007,21,5240
20853,5/19/2007,22,5362
20854,5/19/2007,23,4875
20855,5/19/2007,24,4235
20856,5/20/2007,1,3684
20857,5/20/2007,2,3400
20858,5/20/2007,3,3273
20859,5/20/2007,4,3210
20860,5/20/2007,5,3238
20861,5/20/2007,6,3336
20862,5/20/2007,7,3511
20863,5/20/2007,8,4101
20864,5/20/2007,9,4783
20865,5/20/2007,10,5001
20866,5/20/2007,11,4862
20867,5/20/2007,12,4798
20868,5/20/2007,13,5012
20869,5/20/2007,14,5228
20870,5/20/2007,15,5537
20871,5/20/2007,16,5899
20872,5/20/2007,17,6379
20873,5/20/2007,18,6737
20874,5/20/2007,19,6891
20875,5/20/2007,20,6718
20876,5/20/2007,21,6796
20877,5/20/2007,22,6653
20878,5/20/2007,23,5568
20879,5/20/2007,24,4455
20880,5/21/2007,1,3691
20881,5/21/2007,2,3322
20882,5/21/2007,3,3146
20883,5/21/2007,4,3099
20884,5/21/2007,5,3202
20885,5/21/2007,6,3772
20886,5/21/2007,7,4815
20887,5/21/2007,8,4335
20888,5/21/2007,9,4030
20889,5/21/2007,10,4064
20890,5/21/2007,11,4337
20891,5/21/2007,12,4785
20892,5/21/2007,13,5329
20893,5/21/2007,14,5949
20894,5/21/2007,15,6493
20895,5/21/2007,16,7020
20896,5/21/2007,17,7576
20897,5/21/2007,18,8151
20898,5/21/2007,19,8340
20899,5/21/2007,20,7986
20900,5/21/2007,21,7818
20901,5/21/2007,22,7437
20902,5/21/2007,23,6174
20903,5/21/2007,24,4881
20904,5/22/2007,1,3931
20905,5/22/2007,2,3308
20906,5/22/2007,3,3069
20907,5/22/2007,4,2955
20908,5/22/2007,5,2960
20909,5/22/2007,6,3419
20910,5/22/2007,7,4403
20911,5/22/2007,8,4459
20912,5/22/2007,9,4099
20913,5/22/2007,10,4003
20914,5/22/2007,11,4134
20915,5/22/2007,12,4257
20916,5/22/2007,13,4560
20917,5/22/2007,14,4939
20918,5/22/2007,15,5350
20919,5/22/2007,16,5914
20920,5/22/2007,17,6593
20921,5/22/2007,18,7157
20922,5/22/2007,19,7295
20923,5/22/2007,20,6955
20924,5/22/2007,21,6895
20925,5/22/2007,22,6691
20926,5/22/2007,23,5518
20927,5/22/2007,24,4283
20928,5/23/2007,1,3433
20929,5/23/2007,2,2987
20930,5/23/2007,3,2748
20931,5/23/2007,4,2674
20932,5/23/2007,5,2748
20933,5/23/2007,6,3278
20934,5/23/2007,7,4276
20935,5/23/2007,8,4365
20936,5/23/2007,9,4016
20937,5/23/2007,10,3974
20938,5/23/2007,11,4254
20939,5/23/2007,12,4696
20940,5/23/2007,13,5176
20941,5/23/2007,14,5618
20942,5/23/2007,15,6188
20943,5/23/2007,16,6895
20944,5/23/2007,17,7488
20945,5/23/2007,18,7857
20946,5/23/2007,19,7941
20947,5/23/2007,20,7549
